0, saito/.txt	-- ::. ,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,，様々な意見をま,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,とめる,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3,旅行者,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4,に向けていきたい．,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5,.,nan,nan,nan,nan,nan,nan,nan
6,係り受け解析,1.0,0.166666666667,0.103975048982,0.12598815767,0.0,0.0,0.25
7,吹き出,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8,し表示,1.0,0.333333333333,0.103975048982,0.12598815767,0.0928476690885,0.410997468263,0.25
9,CaboCha,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10,実験方法,1.0,0.166666666667,0.0,0.0,0.185695338177,0.0,0.0
11,.,nan,nan,nan,nan,nan,nan,nan
12,特定のキーワードで検索して投稿を取得し，テキストファイルに,1.0,0.272165526976,0.148566725992,0.128586124968,0.0758098043579,0.369135830368,0.204124145232
13,て保存する．,1.0,0.0833333333333,0.207950097964,0.12598815767,0.0928476690885,0.0,0.0
14,.,nan,nan,nan,nan,nan,nan,nan
15,取得した投稿の文章を係り受け解析を行う．,1.0,0.267261241912,0.166731004313,0.168358757425,0.0496291666985,0.219687387582,0.267261241912
16,.,nan,nan,nan,nan,nan,nan,nan
17,解析結果を基に,1.0,0.068041381744,0.0,0.0,0.0,0.0,0.0
18,係り受けについて,1.0,0.117851130198,0.147042924419,0.178174161275,0.0,0.0,0.353553390593
19,係り受,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20,けとは，,nan,nan,nan,nan,nan,nan,nan
21,つの,1.0,0.0,0.0,0.0,0.0,0.0,0.0
22,文節が意味の上で結びついている状態を指す．,1.0,0.0,0.0555770014377,0.0,0.0496291666985,0.0439374775164,0.133630620956
23,例文「これから電車に乗る」,1.0,0.0,0.0,0.0,0.0,0.0,0.0
24,受ける,1.0,0.0,0.0,0.0,0.0,0.0,0.0
25,係る,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26,これから,1.0,0.0,0.0,0.0,0.0,0.0,0.0
27,電車に,1.0,0.0,0.0,0.0,0.0,0.0,0.0
28,乗る,1.0,0.0,0.0,0.0,0.0,0.0,0.0
29,(),nan,nan,nan,nan,nan,nan,nan
30,ここでは，「東京駅,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31,わからない」というキーワードで投稿を取,1.0,0.0481125224325,0.120060045038,0.0363696483727,0.107211253484,0.0474578997876,0.0
32,得した．,1.0,0.333333333333,0.103975048982,0.188982236505,0.0928476690885,0.410997468263,0.25
33,下記,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34,に取得した投稿の一部を示す．,1.0,0.210818510678,0.164398987305,0.119522860933,0.0587220219515,0.259937622455,0.158113883008
35,東京駅着いたけどどこ行けばいいかわからないから。詰みそう。,1.0,0.068041381744,0.0212238179989,0.0514344499874,0.113714706537,0.0,0.0
36,初めて東京駅で迷子にならなかったこの青天の霹靂をどう噛み,1.0,0.0,0.0980286162792,0.0593913870916,0.0,0.0387492129146,0.0
37,(),nan,nan,nan,nan,nan,nan,nan
38,この出力結果によると，「私は」,1.0,0.0,0.0328797974611,0.0398409536445,0.0,0.0,0.0
39,私は,1.0,0.0,0.0,0.0,0.0,0.0,0.0
40,-------,nan,nan,nan,nan,nan,nan,nan
41,これから,1.0,0.0,0.0,0.0,0.0,0.0,0.0
42,遠い,1.0,0.0,0.0,0.0,0.0,0.0,0.0
43,D |,1.0,0.0,0.0,0.0,0.0,0.0,0.0
44,ところに,1.0,0.0,0.0,0.0,0.0,0.0,0.0
45,行く。,1.0,0.0,0.0,0.0,0.0,0.0,0.0
