0, saito/.txt	-- ::. ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,環境がしっ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,か,nan,nan,nan,nan,nan,nan,nan,nan
3,乗り換え,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,案内標識,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,改善点とともに，,1.0,0.0,0.176166065854,0.0,0.0,0.0,0.0,0.0
6,評価点,1.0,0.0,0.117444043903,0.0,0.0,0.0,0.0,0.0
7,が,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,上に投稿されることがあ,1.0,0.0,0.033903175181,0.0,0.103695169473,0.109108945118,0.0571661950475,0.0
9,る,nan,nan,nan,nan,nan,nan,nan,nan
10,上のあるユーザの意外な情報,1.0,0.0,0.0,0.0,0.0,0.239045721867,0.0,0.0
11,抽出,1.0,0.0,0.0,0.0,0.127000127,0.0,0.0,0.0
12,方法の提案,1.0,0.0,0.0587220219515,0.196116135138,0.0,0.0,0.0990147542977,0.0
13,関連研究,1.0,0.0,0.0,0.0,0.0,0.566946709514,0.0,0.0
14,(),nan,nan,nan,nan,nan,nan,nan,nan
15,.,nan,nan,nan,nan,nan,nan,nan,nan
16,「統計的学習モデルを利用した日本語慣用句の意味的曖昧性解消」,1.0,0.0,0.0239731650743,0.0,0.109985336266,0.0,0.0404226041727,0.0
17,(,nan,nan,nan,nan,nan,nan,nan,nan
18,宮,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,田,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,，竹内，,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,岡山大学，,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,),nan,nan,nan,nan,nan,nan,nan,nan
23,→,nan,nan,nan,nan,nan,nan,nan,nan
24,同じ言葉,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,･,nan,nan,nan,nan,nan,nan,nan,nan
26,慣用句でも意味が複数ある場合において,1.0,0.0,0.0,0.0,0.0,0.101015254455,0.0,0.0
27,，,nan,nan,nan,nan,nan,nan,nan,nan
28,統計的学習モデ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,ル,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,(,nan,nan,nan,nan,nan,nan,nan,nan
31,KNP,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,･,nan,nan,nan,nan,nan,nan,nan,nan
33,W,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,V),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,を用いて,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,，,nan,nan,nan,nan,nan,nan,nan,nan
37,意味性解消手法を提案している,1.0,0.0,0.0627764820574,0.209656967344,0.0960030721475,0.0,0.105851224805,0.0
38,．,nan,nan,nan,nan,nan,nan,nan,nan
39,上においては，改善点,1.0,0.0,0.143838990446,0.0,0.0,0.154303349962,0.0,0.0
40,，,nan,nan,nan,nan,nan,nan,nan,nan
41,評価点,1.0,0.0,0.117444043903,0.0,0.0,0.0,0.0,0.0
42,が,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,投稿されることがある,1.0,0.0,0.0371390676354,0.0,0.113592366849,0.119522860933,0.0626224291085,0.0
44,定の場所,1.0,0.0,0.0,0.0,0.0898026510134,0.0,0.0,0.0
45,のレビュー,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,は存在しない,1.0,0.0,0.0587220219515,0.0,0.179605302027,0.0,0.0990147542977,0.0
47,また，大きな駅ほどレビュー数は多くなり，どこに改善点の声,1.0,0.0,0.100156617167,0.0,0.0382919790534,0.0,0.0,0.0
48,が多いのかがわからなくなる．,1.0,0.0,0.124568219781,0.0,0.1905001905,0.133630620956,0.0700140042014,0.0
49,.,nan,nan,nan,nan,nan,nan,nan,nan
50,.,nan,nan,nan,nan,nan,nan,nan,nan
51,不,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,定,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,の推定もしていきたい．,1.0,0.0,0.0479463301485,0.0,0.146647115021,0.0,0.0808452083454,0.0
54,KNP,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Python,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,した投稿を基に，どの箇所に,1.0,0.0,0.0371390676354,0.0,0.227184733699,0.0,0.0626224291085,0.0
57,改善,1.0,0.0,0.0830454798537,0.0,0.0,0.0,0.0,0.0
58,点,1.0,0.0,0.166090959707,0.0,0.0,0.0,0.0,0.0
59,，また,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,評価,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,点,1.0,0.0,0.166090959707,0.0,0.0,0.0,0.0,0.0
62,の投稿が集中してい,1.0,0.0,0.0415227399269,0.0,0.127000127,0.0,0.0700140042014,0.0
63,るか,nan,nan,nan,nan,nan,nan,nan,nan
64,: ,nan,nan,nan,nan,nan,nan,nan,nan
65,件,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,私,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,は今から買い物に出かける．」,1.0,0.0,0.0,0.0,0.0635000635001,0.0,0.0,0.0
68,私,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,は,nan,nan,nan,nan,nan,nan,nan,nan
70,──┐,nan,nan,nan,nan,nan,nan,nan,nan
71,今から,1.0,0.0,0.0,0.0,0.0898026510134,0.0,0.0,0.0
72,──┐,nan,nan,nan,nan,nan,nan,nan,nan
73,│,nan,nan,nan,nan,nan,nan,nan,nan
74,買い物に,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,──┤,nan,nan,nan,nan,nan,nan,nan,nan
76,出かける,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,出力結果によると，「出かける」は「,1.0,0.0,0.0,0.0,0.0,0.0,0.140028008403,0.0
78,私,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
